task,trial,score,model,sig_layout,sig_visual,sig_component,sig_text,sig_style
pricing_dark-001,pricing_dark-001__c3L2Qrw,0.6855411425789116,anthropic/claude-opus-4-7,0.6209594347640652,0.53745683328748,0.8213617290213774,0.6663689076421737,0.9937127189315489
pricing_dark-001,pricing_dark-001__fzty8Ra,0.6901773011790985,anthropic/claude-opus-4-7,0.620372589790878,0.5590600876766714,0.8152639299540225,0.6668753814479538,0.9994278850309016
pricing_dark-001,pricing_dark-001__maMbaon,0.6907528746854391,anthropic/claude-opus-4-7,0.6423467643323685,0.5404162581967343,0.808482041716341,0.6683365175843192,0.995549944947236
pricing_dark-001,pricing_dark-001__nWLCqEB,0.69971688705769,anthropic/claude-opus-4-7,0.6694171546372369,0.5431222886279589,0.8061965090673586,0.6729292637370509,0.9905791317176666
restaurant_photo-001,restaurant_photo-001__4eMGo6M,0.6033377362043703,anthropic/claude-opus-4-7,0.5537763895134318,0.4347017082765821,0.7264444929204824,0.5825445815588747,0.9508416346969211
restaurant_photo-001,restaurant_photo-001__9UQ7684,0.6004244896072315,anthropic/claude-opus-4-7,0.5294542811727873,0.4248556857477098,0.7580316326953266,0.6070501240292423,0.9213104432592504
restaurant_photo-001,restaurant_photo-001__9prjsMJ,0.6100974483740743,anthropic/claude-opus-4-7,0.5616422007813657,0.43379720305062724,0.7494883168581745,0.5887504851762292,0.942774716341417
restaurant_photo-001,restaurant_photo-001__RppYu9d,0.7063586076190691,anthropic/claude-opus-4-7,0.6370718852618852,0.4832199343944915,0.7958534430565742,0.9206939268461775,0.9499732350712355
restaurant_photo-001,restaurant_photo-001__WAChpF7,0.697701814001172,anthropic/claude-opus-4-7,0.6109149827042732,0.4514424175027125,0.8360040021263833,0.8970798087990891,0.9862547543259494
restaurant_photo-001,restaurant_photo-001__eN2Bny4,0.7088609346954217,anthropic/claude-opus-4-7,0.654670818008863,0.47365834139944574,0.8035473257150452,0.883631523522689,0.9876041200463539
restaurant_photo-001,restaurant_photo-001__genYtyK,0.6866872249050119,anthropic/claude-opus-4-7,0.621390597053535,0.48496122275249104,0.731658360330605,0.882393368089831,0.9818474724912589
restaurant_photo-001,restaurant_photo-001__nUePeuG,0.6843417162872495,anthropic/claude-opus-4-7,0.6227872445145842,0.46676888593188004,0.7573513381925587,0.8800707560597061,0.9551643469525786
restaurant_photo-001,restaurant_photo-001__nqvWEWz,0.6992129384575777,anthropic/claude-opus-4-7,0.6307124407575501,0.46998661032899874,0.7955102211026789,0.906052824734041,0.9594254611429796
restaurant_photo-001,restaurant_photo-001__pm2ok7E,0.6870907840113869,anthropic/claude-opus-4-7,0.6175295174312777,0.4429418836430446,0.7985690735579338,0.8780806501353277,0.9798681961484123
saas_minimal-001,saas_minimal-001__4UoCpbF,0.5789327808320003,anthropic/claude-opus-4-7,0.5511708848610788,0.5000075079204754,0.7443136297603264,0.6241460958964319,0.45530657558231524
saas_minimal-001,saas_minimal-001__4kHJw6n,0.6269824862000344,anthropic/claude-opus-4-7,0.6515042513916355,0.5106965979571418,0.7787854043027465,0.6146283938241681,0.5516210388609318
saas_minimal-001,saas_minimal-001__6qbJhjY,0.6853263620456908,anthropic/claude-opus-4-7,0.6767282669218463,0.5342203888537687,0.7815003482757916,0.6174549929107436,0.9859131922525621
saas_minimal-001,saas_minimal-001__J9DiCHc,0.7468416737847293,anthropic/claude-opus-4-7,0.6532641597290935,0.5436403529133836,0.8540329812958224,0.9611847982890522,0.9772041246972001
saas_minimal-001,saas_minimal-001__R83c2sg,0.6045793347636729,anthropic/claude-opus-4-7,0.6383454031469831,0.5089380285962438,0.7801385780040031,0.5910204525342012,0.399843581752148
saas_minimal-001,saas_minimal-001__SSYfrZX,0.598834973166292,anthropic/claude-opus-4-7,0.615031696543068,0.511360366220925,0.7484626089301354,0.6096785828707676,0.4396319225344964
saas_minimal-001,saas_minimal-001__fywUaux,0.7228453044858602,anthropic/claude-opus-4-7,0.6325581727007336,0.539389211173651,0.8171152053035163,0.8967545103650166,0.9800042134559968
saas_minimal-001,saas_minimal-001__jiWj4a7,0.5874082749833913,anthropic/claude-opus-4-7,0.5946587727982292,0.5359206742291911,0.7076573586332765,0.5968161429020771,0.42759519335924945
saas_minimal-001,saas_minimal-001__qWiN4AS,0.7333503759511952,anthropic/claude-opus-4-7,0.6262964970636388,0.540768050996013,0.8489025848637215,0.9381109477167663,0.9771930161251815
saas_minimal-001,saas_minimal-001__rzkpbi7,0.7485004728493418,anthropic/claude-opus-4-7,0.6806503613067155,0.5315833876993864,0.8525224117755084,0.9337945213302498,0.987681584448914
splash_3d-001,splash_3d-001__AmvnwEP,0.506613156828219,anthropic/claude-opus-4-7,0.6042212731148818,0.483923645330666,0.6839420578491497,0.4409549143549608,1.4558720477944837e-08
splash_3d-001,splash_3d-001__MDpUMLV,0.5738092856880938,anthropic/claude-opus-4-7,0.6682831207837561,0.4417190584068047,0.7104047023632508,0.7944767559421644,4.0326361160506715e-06
splash_3d-001,splash_3d-001__aEJEmdK,0.590670713702046,anthropic/claude-opus-4-7,0.6873699428014592,0.4599544578678635,0.753616034423117,0.784221262753887,4.268104746571243e-08
splash_3d-001,splash_3d-001__dpJXJag,0.6280821105909449,anthropic/claude-opus-4-7,0.6474069712142291,0.4403177830254225,0.7731579667381113,0.4586236403295436,0.9994905665839868
splash_3d-001,splash_3d-001__eakEPtz,0.5769728430549997,anthropic/claude-opus-4-7,0.6341810370987618,0.44766437365336437,0.7826364609642408,0.7765253412950689,1.8141436516139451e-06
splash_3d-001,splash_3d-001__jVTxkuD,0.563256263168333,anthropic/claude-opus-4-7,0.6328439504801993,0.4449413419466073,0.7090515429046773,0.795100882163712,4.058339944008708e-06
splash_3d-001,splash_3d-001__rfqif5G,0.6849477324575499,anthropic/claude-opus-4-7,0.6932079186401039,0.4475885073418653,0.7388261260283199,0.7720668832302812,0.9998339546725354
splash_3d-001,splash_3d-001__yG3oH9m,0.5370490374280504,anthropic/claude-opus-4-7,0.6606148121237211,0.4663919601130588,0.765726099225323,0.4564583906719268,0.0
splash_3d-001,splash_3d-001__zeMmEeV,0.480361923107731,anthropic/claude-opus-4-7,0.5203362662120354,0.4407413855721376,0.7088082233966825,0.47742100255003855,3.013344158718369e-06
